ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.10 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.14 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.32 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,14.00 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.99 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.28 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.95 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.50 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,6.00 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,6.12 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,15.45 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,4.82 ,PROVISIONS,V002278694
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,14.25 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,29.80 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,49.70 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,14.00 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,5.67 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.28 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.95 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.50 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,5.50 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.54 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,43.20 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,12.88 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,12.88 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,18.36 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.17 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.79 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.80 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,2.25 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.50 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.50 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.80 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.00 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,7.20 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.60 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.69 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.80 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.32 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,2.10 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.97 ,PROVISIONS,V002278695
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,17.00 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,23.94 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,8.98 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,37.96 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,12.00 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,49.48 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,34.77 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,32.01 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.93 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.93 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,38.88 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,18.72 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,6.05 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.00 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.48 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,19.56 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.20 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,12.80 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,72.00 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,10.00 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,21.06 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,48.24 ,PROVISIONS,V002278696
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.50 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,2.40 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,2.10 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.97 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.32 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.32 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.80 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.80 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.58 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.50 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,6.20 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,10.80 ,PROVISIONS,V002278697
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,10.80 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.55 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,6.44 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.22 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,2.40 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,15.00 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.79 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.75 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,37.60 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,12.40 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,7.00 ,PROVISIONS,V002278698
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,43.20 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,15.88 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,2.70 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.58 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.50 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,29.80 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,2.94 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,21.60 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,9.64 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,4.80 ,PROVISIONS,V002278699
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,8.68 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,24.78 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,2.27 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,6.29 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,4.11 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,12.36 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,14.58 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,18.38 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,13.93 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,15.00 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,5.51 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,3.53 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,15.96 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,8.98 ,PROVISIONS,V002278700
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,-16.14 ,PROVISIONS,V002278701
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,7.69 ,PROVISIONS,V002278702
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,30.00 ,PROVISIONS,V002278702
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,DUNSTERS FARM LIMITED,22/07/2024,5.99 ,PROVISIONS,V002278702
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.50 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.00 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.65 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,4.50 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.50 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,4.80 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.90 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,2.10 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.97 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.32 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.75 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,6.75 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.69 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.80 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,9.84 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.60 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,24.85 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,10.80 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.60 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,6.20 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.88 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.40 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,9.45 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.22 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.22 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.22 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.22 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,2.39 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.98 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,7.50 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.49 ,PROVISIONS,V002278703
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,7.45 ,PROVISIONS,V002278704
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.90 ,PROVISIONS,V002278704
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,1.58 ,PROVISIONS,V002278704
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,0.75 ,PROVISIONS,V002278704
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.90 ,PROVISIONS,V002278704
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,10.80 ,PROVISIONS,V002278704
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,10.80 ,PROVISIONS,V002278704
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,14.90 ,PROVISIONS,V002278705
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,3.00 ,PROVISIONS,V002278705
ROCHDALE BOROUGH COUNCIL,22/07/2024,NEIGHBOURHOODS AND ENVIRONMENT,RALPH LIVESEY,22/07/2024,14.25 ,PROVISIONS,V002278705
