ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284735
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284735
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284735
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,340.10 ,FOSTER PARENTS BASIC ALLOWANCE,V002284736
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,333.26 ,FOSTER PARENTS BASIC ALLOWANCE,V002284737
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,265.26 ,FOSTER PARENTS BASIC ALLOWANCE,V002284737
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,695.90 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,374.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,-53.43 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,-53.43 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,340.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284738
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284739
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284739
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284739
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284739
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,374.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284739
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284739
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,376.50 ,FOSTER PARENTS BASIC ALLOWANCE,V002284740
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,160.40 ,FOSTER PARENTS BASIC ALLOWANCE,V002284741
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,36.07 ,FOSTER PARENTS BASIC ALLOWANCE,V002284742
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,215.13 ,FOSTER PARENTS BASIC ALLOWANCE,V002284742
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,13.51 ,FOSTER PARENTS BASIC ALLOWANCE,V002284742
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,43.32 ,FOSTER PARENTS BASIC ALLOWANCE,V002284742
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,376.26 ,FOSTER PARENTS BASIC ALLOWANCE,V002284743
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,25.30 ,FOSTER PARENTS BASIC ALLOWANCE,V002284744
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284745
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284745
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,374.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284745
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284745
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,136.24 ,FOSTER PARENTS BASIC ALLOWANCE,V002284746
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,136.24 ,FOSTER PARENTS BASIC ALLOWANCE,V002284746
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,592.88 ,FOSTER PARENTS BASIC ALLOWANCE,V002284747
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,576.68 ,FOSTER PARENTS BASIC ALLOWANCE,V002284747
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,592.88 ,FOSTER PARENTS BASIC ALLOWANCE,V002284747
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,697.84 ,INDEPENDENT UNITS,V002284748
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284748
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284748
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,374.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284748
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284748
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,225.92 ,FOSTER PARENTS BASIC ALLOWANCE,V002284749
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,153.24 ,FOSTER PARENTS BASIC ALLOWANCE,V002284750
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,350.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284751
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,228.06 ,FOSTER PARENTS BASIC ALLOWANCE,V002284752
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,374.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284753
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284753
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284753
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284753
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,HOLIDAY ALLOWANCE,V002284753
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,374.00 ,HOLIDAY ALLOWANCE,V002284753
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,441.72 ,TRAVELLING GENERAL EXPENSES,V002284753
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,209.14 ,FOSTER PARENTS BASIC ALLOWANCE,V002284754
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,209.14 ,FOSTER PARENTS BASIC ALLOWANCE,V002284754
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,17.03 ,FOSTER PARENTS BASIC ALLOWANCE,V002284755
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,218.08 ,FOSTER PARENTS BASIC ALLOWANCE,V002284755
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,340.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284756
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284756
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,340.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284756
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284756
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,361.70 ,FOSTER PARENTS BASIC ALLOWANCE,V002284757
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,361.70 ,FOSTER PARENTS BASIC ALLOWANCE,V002284757
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,361.70 ,FOSTER PARENTS BASIC ALLOWANCE,V002284757
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,498.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284758
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284758
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284758
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284758
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,144.00 ,YOUNG PEOPLES RENTS,V002284759
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,143.40 ,YOUNGE PERSONS ALLOWANCE,V002284759
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,60.86 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,89.14 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,498.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,830.80 ,PROFESSIONAL FEES,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,830.80 ,PROFESSIONAL FEES,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,89.28 ,TRAVELLING GENERAL EXPENSES,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,20.03 ,TRAVELLING GENERAL EXPENSES,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,20.25 ,TRAVELLING GENERAL EXPENSES,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,117.00 ,ACTIVITIES,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,330.00 ,ACTIVITIES,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,498.00 ,HOLIDAY ALLOWANCE,V002284760
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,281.12 ,FOSTER PARENTS BASIC ALLOWANCE,V002284761
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,395.57 ,FOSTER PARENTS BASIC ALLOWANCE,V002284762
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284762
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,35.57 ,FOSTER PARENTS BASIC ALLOWANCE,V002284762
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,143.40 ,YOUNGE PERSONS ALLOWANCE,V002284763
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,322.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284764
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,498.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,498.00 ,HOLIDAY ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,HOLIDAY ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,-291.43 ,FOSTER PARENTS BASIC ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,-534.86 ,FOSTER PARENTS BASIC ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,-340.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,-624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284765
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,244.52 ,FOSTER PARENTS BASIC ALLOWANCE,V002284766
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,91.29 ,FOSTER PARENTS BASIC ALLOWANCE,V002284767
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,133.71 ,FOSTER PARENTS BASIC ALLOWANCE,V002284767
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,426.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284767
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284767
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,374.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284767
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,624.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284767
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,830.80 ,PROFESSIONAL FEES,V002284767
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,830.80 ,PROFESSIONAL FEES,V002284767
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,498.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284768
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284768
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,215.10 ,FOSTER PARENTS BASIC ALLOWANCE,V002284769
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,215.10 ,FOSTER PARENTS BASIC ALLOWANCE,V002284769
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,228.50 ,FOSTER PARENTS BASIC ALLOWANCE,V002284770
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,239.34 ,FOSTER PARENTS BASIC ALLOWANCE,V002284771
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,318.20 ,SUBSIDISED ADOPTERS PMTS,V002284772
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,318.20 ,SUBSIDISED ADOPTERS PMTS,V002284772
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,302.00 ,SUBSIDISED ADOPTERS PMTS,V002284772
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,160.29 ,FOSTER PARENTS BASIC ALLOWANCE,V002284773
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,142.63 ,FOSTER PARENTS BASIC ALLOWANCE,V002284773
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,26.81 ,FOSTER PARENTS BASIC ALLOWANCE,V002284774
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,400.38 ,FOSTER PARENTS BASIC ALLOWANCE,V002284774
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,218.04 ,FOSTER PARENTS BASIC ALLOWANCE,V002284775
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,374.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284776
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284776
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,498.00 ,FOSTER PARENTS BASIC ALLOWANCE,V002284777
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,207.84 ,FOSTER PARENTS BASIC ALLOWANCE,V002284778
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,267.14 ,FOSTER PARENTS BASIC ALLOWANCE,V002284779
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,332.80 ,FOSTER PARENTS BASIC ALLOWANCE,V002284779
ROCHDALE BOROUGH COUNCIL,02/08/2024,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/08/2024,121.71 ,FOSTER PARENTS BASIC ALLOWANCE,V002284779
