ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,"1,646.00 ",SHORT TERM CARE - RESIDENTIAL,V002431675
ROCHDALE BOROUGH COUNCIL,24-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24-Jun-25,250.00 ,OTHER LA`S - SEN PROVISION,V002431677
ROCHDALE BOROUGH COUNCIL,12-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,12-Jun-25,352.80 ,CONVEYANCE OF CHILDREN,V002431680
ROCHDALE BOROUGH COUNCIL,12-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,12-Jun-25,187.20 ,CONVEYANCE OF CHILDREN,V002431681
ROCHDALE BOROUGH COUNCIL,12-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,12-Jun-25,"1,459.80 ",MARKETING EXPENDITURE,V002431686
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,12-Jun-25,"1,350.00 ",DIRECT TRANSPORT COSTS - GENERAL,V002431691
ROCHDALE BOROUGH COUNCIL,12-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,12-Jun-25,56.00 ,TRANSLATION & INTERPRETATION,V002431694
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,12-Jun-25,100.00 ,ROOM HIRE,V002431696
ROCHDALE BOROUGH COUNCIL,12-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,12-Jun-25,"3,600.00 ",SPECIFIED MAINTENANCE,V002431702
ROCHDALE BOROUGH COUNCIL,12-Jun-25,COMMISSIONING AND STATUTORY,REDACTED - PERSONAL DATA,12-Jun-25,"6,437.50 ",SP BLOCK PAYMENTS - EXTERNAL,V002431706
ROCHDALE BOROUGH COUNCIL,12-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,12-Jun-25,40.00 ,PRINTING & STATIONERY,V002431710
ROCHDALE BOROUGH COUNCIL,12-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,12-Jun-25,"16,250.00 ",RENTS,V002431712
ROCHDALE BOROUGH COUNCIL,12-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12-Jun-25,750.80 ,ACTIVITIES,V002431723
ROCHDALE BOROUGH COUNCIL,17-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17-Jun-25,175.00 ,PROFESSIONAL FEES,V002431733
ROCHDALE BOROUGH COUNCIL,17-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17-Jun-25,487.50 ,PROFESSIONAL FEES,V002431734
ROCHDALE BOROUGH COUNCIL,17-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,17-Jun-25,600.00 ,TRAINING,V002431739
ROCHDALE BOROUGH COUNCIL,12-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12-Jun-25,371.60 ,ACTIVITIES,V002431745
ROCHDALE BOROUGH COUNCIL,17-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,17-Jun-25,"13,800.00 ",CONSULTANT FEES,V002431747
ROCHDALE BOROUGH COUNCIL,25-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,25-Jun-25,"45,870.15 ",MINOR BUILDING WORKS,V002431750
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,12-Jun-25,"8,109.00 ",GRANTS TO THE VOLUNTARY SECTOR,V002431754
ROCHDALE BOROUGH COUNCIL,12-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,12-Jun-25,"1,100.00 ",DIRECT TRANSPORT COSTS - GENERAL,V002431759
ROCHDALE BOROUGH COUNCIL,12-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,12-Jun-25,711.47 ,NURSERY/DAYCARE EXPENDITURE,V002431760
ROCHDALE BOROUGH COUNCIL,17-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17-Jun-25,"68,888.91 ",OTHER EST - SEN PROVISION,V002431761
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,12-Jun-25,"17,250.00 ",RENTS,V002431762
ROCHDALE BOROUGH COUNCIL,24-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,24-Jun-25,648.00 ,HOME CARE - CHILDRENS SERVICES,V002431763
ROCHDALE BOROUGH COUNCIL,17-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,17-Jun-25,177.46 ,WATER CHARGES,V002431765
ROCHDALE BOROUGH COUNCIL,12-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,12-Jun-25,"7,200.00 ",OTHER LA`S - SEN PROVISION,V002431766
ROCHDALE BOROUGH COUNCIL,20-Jun-25,PUBLIC HEALTH,REDACTED - PERSONAL DATA,20-Jun-25,87.00 ,EQUIPMENT - GENERAL,V002431767
ROCHDALE BOROUGH COUNCIL,30-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,30-Jun-25,108.52 ,VENDING MACHINES,V002431768
ROCHDALE BOROUGH COUNCIL,30-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,30-Jun-25,108.52 ,VENDING MACHINES,V002431768
ROCHDALE BOROUGH COUNCIL,23-Jun-25,PUBLIC HEALTH,REDACTED - PERSONAL DATA,23-Jun-25,50.00 ,FEES / COMMISSION,V002431770
ROCHDALE BOROUGH COUNCIL,16-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,16-Jun-25,192.00 ,TAXI HIRE,V002431771
ROCHDALE BOROUGH COUNCIL,12-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,12-Jun-25,"150,000.00 ",GRANTS TO THE VOLUNTARY SECTOR,V002431777
ROCHDALE BOROUGH COUNCIL,27-Jun-25,FINANCE,REDACTED - PERSONAL DATA,27-Jun-25,"1,720.43 ",TRANSACTIONS-EXPENDITURE,V002431779
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,12-Jun-25,150.00 ,REPAIRS & ALTS OF BUILDINGS,V002431783
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,12-Jun-25,150.00 ,REPAIRS & ALTS OF BUILDINGS,V002431784
ROCHDALE BOROUGH COUNCIL,12-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,12-Jun-25,74.68 ,REPAIRS & ALTS OF BUILDINGS,V002431785
ROCHDALE BOROUGH COUNCIL,12-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,12-Jun-25,216.89 ,REPAIRS & ALTS OF BUILDINGS,V002431786
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,12-Jun-25,81.14 ,REPAIRS & ALTS OF BUILDINGS,V002431787
ROCHDALE BOROUGH COUNCIL,16-Jun-25,PUBLIC HEALTH,REDACTED - PERSONAL DATA,16-Jun-25,191.05 ,REFUSE DISPOSAL,V002431788
ROCHDALE BOROUGH COUNCIL,12-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,12-Jun-25,452.40 ,HOME CARE - CHILDRENS SERVICES,V002431789
ROCHDALE BOROUGH COUNCIL,25-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,25-Jun-25,8.46 ,EQUIPMENT/MATERIALS FOR RESALE,V002431790
ROCHDALE BOROUGH COUNCIL,25-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,25-Jun-25,6.80 ,PROVISIONS,V002431791
ROCHDALE BOROUGH COUNCIL,12-Jun-25,BUSINESS RATES BID INCOME,REDACTED - PERSONAL DATA,12-Jun-25,"100,000.00 ",TRANSACTIONS-EXPENDITURE,V002431802
ROCHDALE BOROUGH COUNCIL,16-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,16-Jun-25,"6,580.00 ",ACCOMMODATION,V002431805
ROCHDALE BOROUGH COUNCIL,16-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,16-Jun-25,22.89 ,MATERIAL - GENERAL,V002431807
ROCHDALE BOROUGH COUNCIL,17-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,17-Jun-25,861.83 ,PRINTING & STATIONERY,V002431810
ROCHDALE BOROUGH COUNCIL,30-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,30-Jun-25,84.35 ,MAINTENANCE,V002431812
ROCHDALE BOROUGH COUNCIL,19-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,19-Jun-25,195.00 ,MINOR BUILDING WORKS,V002431818
ROCHDALE BOROUGH COUNCIL,12-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,12-Jun-25,-174.92 ,CONTRACT INCOME,V002431842
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,12-Jun-25,173.37 ,EXPENSES - GENERAL,V002431843
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,12-Jun-25,173.37 ,EXPENSES - GENERAL,V002431844
ROCHDALE BOROUGH COUNCIL,12-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,12-Jun-25,173.37 ,EXPENSES - GENERAL,V002431845
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,650.00 ,FEES / COMMISSION,V002431846
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,325.00 ,FEES / COMMISSION,V002431847
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,975.00 ,FEES / COMMISSION,V002431848
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,"1,300.00 ",FEES / COMMISSION,V002431849
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,975.00 ,FEES / COMMISSION,V002431850
ROCHDALE BOROUGH COUNCIL,13-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,13-Jun-25,"34,608.49 ",MINOR BUILDING WORKS,V002431853
ROCHDALE BOROUGH COUNCIL,16-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,16-Jun-25,"1,313.00 ",ACCOMMODATION,V002431855
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,540.00 ,CONTRACTED SERVICES,V002431857
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,"3,502.00 ",SHORT TERM CARE - NURSING,V002431858
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,412.00 ,SHORT TERM CARE - RESIDENTIAL,V002431859
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,"1,442.00 ",SHORT TERM CARE - RESIDENTIAL,V002431860
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,"1,442.00 ",SHORT TERM CARE - RESIDENTIAL,V002431861
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,"1,030.00 ",RESIDENTIAL LONG TERM,V002431862
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,"1,442.00 ",RESIDENTIAL LONG TERM,V002431863
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,515.00 ,RESIDENTIAL LONG TERM,V002431864
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,"1,442.00 ",RESIDENTIAL LONG TERM,V002431865
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,"3,502.93 ",BANK CHARGES,V002431866
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,96.74 ,BANK CHARGES,V002431867
ROCHDALE BOROUGH COUNCIL,13-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,13-Jun-25,456.40 ,FEES / COMMISSION,V002431868
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,364.08 ,BANK CHARGES,V002431869
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,191.46 ,BANK CHARGES,V002431871
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,93.02 ,EQUIPMENT - GENERAL,V002431872
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,-223.20 ,TRANSACTIONS-EXPENDITURE,V002431874
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,-223.20 ,TRANSACTIONS-EXPENDITURE,V002431874
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,"5,747.50 ",TRANSACTIONS-EXPENDITURE,V002431875
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,"5,747.50 ",TRANSACTIONS-EXPENDITURE,V002431875
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,10.00 ,TRANSACTIONS-EXPENDITURE,V002431876
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,10.00 ,TRANSACTIONS-EXPENDITURE,V002431876
ROCHDALE BOROUGH COUNCIL,13-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,13-Jun-25,260.00 ,FURNITURE - GENERAL,V002431883
ROCHDALE BOROUGH COUNCIL,13-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,13-Jun-25,250.00 ,FURNITURE - GENERAL,V002431884
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,13-Jun-25,"9,900.00 ",ACTIVITIES,V002431887
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,13-Jun-25,260.00 ,PROFESSIONAL FEES,V002431888
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,13-Jun-25,"8,480.75 ",ACTIVITIES,V002431889
ROCHDALE BOROUGH COUNCIL,17-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,17-Jun-25,100.00 ,CONSULTANT FEES,V002431892
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,"19,415.43 ",OTHER EST - SEN PROVISION,V002431893
ROCHDALE BOROUGH COUNCIL,16-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,16-Jun-25,"1,071.00 ",CONSULTANT FEES,V002431897
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,13-Jun-25,"3,367.11 ",HOME CARE - ADULT SERVICES,V002431898
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,97.40 ,TRANSLATION & INTERPRETATION,V002431901
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,97.40 ,TRANSLATION & INTERPRETATION,V002431902
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,35.00 ,TRANSLATION & INTERPRETATION,V002431903
ROCHDALE BOROUGH COUNCIL,17-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,17-Jun-25,"7,344.00 ",HOME CARE - CHILDRENS SERVICES,V002431908
ROCHDALE BOROUGH COUNCIL,13-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,13-Jun-25,486.50 ,CHILDRENS SUBSISTENCE,V002431909
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,"3,276.00 ",TAXI HIRE,V002431910
ROCHDALE BOROUGH COUNCIL,20-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,20-Jun-25,688.04 ,POSTAGE,V002431911
ROCHDALE BOROUGH COUNCIL,20-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,20-Jun-25,45.37 ,POSTAGE,V002431911
ROCHDALE BOROUGH COUNCIL,27-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,27-Jun-25,110.35 ,PROVISIONS,V002431912
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,57.24 ,CONVEYANCE OF CHILDREN,V002431914
ROCHDALE BOROUGH COUNCIL,27-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,27-Jun-25,65.87 ,PROVISIONS,V002431915
ROCHDALE BOROUGH COUNCIL,25-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,25-Jun-25,36.10 ,PROVISIONS,V002431918
ROCHDALE BOROUGH COUNCIL,16-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,16-Jun-25,"9,174.81 ",TYRES,V002431920
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,"35,804.99 ",OTHER EST - SEN PROVISION,V002431930
ROCHDALE BOROUGH COUNCIL,18-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,18-Jun-25,173.37 ,EXPENSES - GENERAL,V002431933
ROCHDALE BOROUGH COUNCIL,13-Jun-25,COMMISSIONING AND STATUTORY,REDACTED - PERSONAL DATA,13-Jun-25,"8,333.33 ",CONTRACTS,V002431935
ROCHDALE BOROUGH COUNCIL,13-Jun-25,COMMISSIONING AND STATUTORY,REDACTED - PERSONAL DATA,13-Jun-25,"3,014.55 ",SOCIAL SERVICES OTHER,V002431936
ROCHDALE BOROUGH COUNCIL,16-Jun-25,PUBLIC HEALTH,REDACTED - PERSONAL DATA,16-Jun-25,9.89 ,REFUSE DISPOSAL,V002431946
ROCHDALE BOROUGH COUNCIL,16-Jun-25,PUBLIC HEALTH,REDACTED - PERSONAL DATA,16-Jun-25,173.25 ,REFUSE DISPOSAL,V002431948
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,"5,600.00 ",MINOR BUILDING WORKS,V002431949
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,"4,200.00 ",MINOR BUILDING WORKS,V002431949
ROCHDALE BOROUGH COUNCIL,13-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,13-Jun-25,39.32 ,PUBLIC NOTICES,V002431950
ROCHDALE BOROUGH COUNCIL,19-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,19-Jun-25,19.02 ,TELEPHONE EXPENDITURE,V002431951
ROCHDALE BOROUGH COUNCIL,19-Jun-25,ECONOMY DIRECTORATE,REDACTED - PERSONAL DATA,19-Jun-25,19.02 ,TELEPHONE EXPENDITURE,V002431953
ROCHDALE BOROUGH COUNCIL,13-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,13-Jun-25,"1,451.52 ",HOME CARE - CHILDRENS SERVICES,V002431956
ROCHDALE BOROUGH COUNCIL,24-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,24-Jun-25,"16,252.00 ",MORTUARY CHARGES,V002431957
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,118.55 ,TRANSACTIONS-EXPENDITURE,V002431958
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,41.50 ,TRANSACTIONS-EXPENDITURE,V002431959
ROCHDALE BOROUGH COUNCIL,17-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,17-Jun-25,"3,080.63 ",SOCIAL SERVICES OTHER,V002431960
ROCHDALE BOROUGH COUNCIL,17-Jun-25,ADULT CARE LCO FUNCTIONS,REDACTED - PERSONAL DATA,17-Jun-25,"2,782.50 ",SOCIAL SERVICES OTHER,V002431961
ROCHDALE BOROUGH COUNCIL,13-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,13-Jun-25,"56,425.00 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002431971
ROCHDALE BOROUGH COUNCIL,17-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,17-Jun-25,961.00 ,POSTAGE,V002431972
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,86.00 ,TRANSACTIONS-EXPENDITURE,V002431976
ROCHDALE BOROUGH COUNCIL,13-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,13-Jun-25,"1,115.00 ",TRAFFIC CONTROL,V002431977
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,59.73 ,BUILDING MATERIALS,V002431978
ROCHDALE BOROUGH COUNCIL,24-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,24-Jun-25,190.53 ,PRINTING,V002431979
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,11.62 ,BUILDING MATERIALS,V002431980
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,8.56 ,BUILDING MATERIALS,V002431981
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,57.64 ,BUILDING MATERIALS,V002431982
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,80.50 ,BUILDING MATERIALS,V002431983
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,5.36 ,BUILDING MATERIALS,V002431984
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,37.96 ,BUILDING MATERIALS,V002431985
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,64.97 ,BUILDING MATERIALS,V002431986
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,4.88 ,BUILDING MATERIALS,V002431987
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,71.38 ,BUILDING MATERIALS,V002431988
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,"1,500.00 ",UNDERTAKER COSTS – OUT OF HOURS,V002431989
ROCHDALE BOROUGH COUNCIL,13-Jun-25,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED - PERSONAL DATA,13-Jun-25,8.17 ,BUILDING MATERIALS,V002431990
ROCHDALE BOROUGH COUNCIL,13-Jun-25,RESOURCES,REDACTED - PERSONAL DATA,13-Jun-25,"1,250.00 ",UNDERTAKER COSTS – OUT OF HOURS,V002431991
ROCHDALE BOROUGH COUNCIL,13-Jun-25,PROPERTY AND HIGHWAYS,REDACTED - PERSONAL DATA,13-Jun-25,"102,005.03 ",MINOR BUILDING WORKS,V002431992
ROCHDALE BOROUGH COUNCIL,13-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,13-Jun-25,72.90 ,YOUNGE PERSONS ALLOWANCE,V002431993
ROCHDALE BOROUGH COUNCIL,13-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,13-Jun-25,"1,720.28 ",YOUNG PEOPLES RENTS,V002431994
ROCHDALE BOROUGH COUNCIL,13-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,13-Jun-25,"1,673.42 ",YOUNG PEOPLES RENTS,V002431995
ROCHDALE BOROUGH COUNCIL,13-Jun-25,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,13-Jun-25,72.90 ,YOUNGE PERSONS ALLOWANCE,V002431996
ROCHDALE BOROUGH COUNCIL,16-Jun-25,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,16-Jun-25,400.00 ,NURSERY/DAYCARE EXPENDITURE,V002431998
