ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,703.96 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ADULT CARE LCO FUNCTIONS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,91.88 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ADULT CARE LCO FUNCTIONS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,52.75 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ADULT CARE LCO FUNCTIONS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,22.30 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,20.62 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,38.14 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,PROPERTY AND HIGHWAYS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,140.91 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,1001.99 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,32.46 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,PUBLIC HEALTH,DRAX ENERGY SOLUTIONS LTD,06/09/2024,209.94 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,PUBLIC HEALTH,DRAX ENERGY SOLUTIONS LTD,06/09/2024,315.67 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,27.90 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-464.62 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,550.32 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,568.71 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-1344.42 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,1525.42 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,1635.32 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,922.29 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,20.15 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-520.95 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,515.89 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,532.08 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,30.56 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,154.79 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,31.75 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,45.26 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,20.15 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,445.98 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-31.62 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,37.90 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,39.33 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,70.10 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,PROPERTY AND HIGHWAYS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,239.78 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ADULT CARE LCO FUNCTIONS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,20.15 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,PROPERTY AND HIGHWAYS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,21.33 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,33.17 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,EARLY HELP AND SCHOOLS,DRAX ENERGY SOLUTIONS LTD,06/09/2024,316.41 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,20.15 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,1067.52 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,422.99 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,27.90 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,229.13 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,364.81 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-34.61 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-57.89 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-41.97 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-40.97 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-39.77 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,26.34 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,29.70 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,21.06 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,21.49 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,20.90 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,22.99 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,DRAX ENERGY SOLUTIONS LTD,06/09/2024,214.53 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,-71.06 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,44.04 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,DRAX ENERGY SOLUTIONS LTD,06/09/2024,45.50 ,ELECTRICITY,V002289906
ROCHDALE BOROUGH COUNCIL,06/09/2024,CONTROL ACCOUNT,WHISTL UK LTD,06/09/2024,1161.92 ,TRANSACTIONS-EXPENDITURE,V002289909
ROCHDALE BOROUGH COUNCIL,06/09/2024,RESOURCES,CRITIQOM LIMITED,06/09/2024,6704.82 ,POSTAGE,V002289914
ROCHDALE BOROUGH COUNCIL,09/09/2024,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,09/09/2024,"£7,887.75",OTHER LA`S - SEN PROVISION,V002289916
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,FRANK KEY TOOL HIRE LTD,10/09/2024,118.00 ,BUILDING MATERIALS,V002289917
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,FRANK KEY TOOL HIRE LTD,10/09/2024,87.00 ,BUILDING MATERIALS,V002289918
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,FRANK KEY TOOL HIRE LTD,10/09/2024,97.00 ,BUILDING MATERIALS,V002289919
ROCHDALE BOROUGH COUNCIL,10/09/2024,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10/09/2024,"£13,101.85",OTHER LA`S - SEN PROVISION,V002289925
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,B AND M WASTE SERVICES,10/09/2024,289.00 ,REFUSE DISPOSAL,V002289942
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,B AND M WASTE SERVICES,10/09/2024,55.60 ,REFUSE DISPOSAL,V002289944
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,B AND M WASTE SERVICES,10/09/2024,478.40 ,REFUSE DISPOSAL,V002289945
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,B AND M WASTE SERVICES,10/09/2024,27.80 ,REFUSE DISPOSAL,V002289946
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,B AND M WASTE SERVICES,10/09/2024,632.30 ,REFUSE DISPOSAL,V002289948
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,B AND M WASTE SERVICES,10/09/2024,599.70 ,REFUSE DISPOSAL,V002289949
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,B AND M WASTE SERVICES,10/09/2024,548.40 ,REFUSE DISPOSAL,V002289950
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,B AND M WASTE SERVICES,10/09/2024,-197.94 ,REFUSE DISPOSAL,V002289951
ROCHDALE BOROUGH COUNCIL,11/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,A AND E ADVENTURES LTD,11/09/2024,877.00 ,EVENTS,V002289958
ROCHDALE BOROUGH COUNCIL,03/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ENTERPRISE FLEX-E-RENT,03/09/2024,5579.51 ,TRANSACTIONS-EXPENDITURE,V002289959
ROCHDALE BOROUGH COUNCIL,09/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,BEARING AND ENGINEERING SERVICES LIMITED,09/09/2024,36.16 ,EQUIPMENT - GENERAL,V002289960
ROCHDALE BOROUGH COUNCIL,09/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,TEMPORARY WATER SOLUTIONS LTD,09/09/2024,3300.00 ,EVENTS,V002289961
ROCHDALE BOROUGH COUNCIL,10/09/2024,PROPERTY AND HIGHWAYS,COMPASS MINERALS UK LIMITED,10/09/2024,1888.04 ,MATERIAL - GENERAL,V002289964
ROCHDALE BOROUGH COUNCIL,16/09/2024,EARLY HELP AND SCHOOLS,R S LANDSCAPES LTD,16/09/2024,218.50 ,GROUNDS MAINTENANCE GENERAL,V002289965
ROCHDALE BOROUGH COUNCIL,10/09/2024,EARLY HELP AND SCHOOLS,PROSPERO GROUP LTD,10/09/2024,200.00 ,CURRICULUM DEVELOPMENT,V002289969
ROCHDALE BOROUGH COUNCIL,10/09/2024,EARLY HELP AND SCHOOLS,PROSPERO GROUP LTD,10/09/2024,200.00 ,CURRICULUM DEVELOPMENT,V002289970
ROCHDALE BOROUGH COUNCIL,10/09/2024,EARLY HELP AND SCHOOLS,PROSPERO GROUP LTD,10/09/2024,200.00 ,CURRICULUM DEVELOPMENT,V002289971
ROCHDALE BOROUGH COUNCIL,10/09/2024,EARLY HELP AND SCHOOLS,PROSPERO GROUP LTD,10/09/2024,200.00 ,CURRICULUM DEVELOPMENT,V002289972
ROCHDALE BOROUGH COUNCIL,10/09/2024,PROPERTY AND HIGHWAYS,AIRBORNE ENVIRONMENTAL CONSULTANTS LTD,10/09/2024,80.00 ,CAPITAL SALARIES,V002289979
ROCHDALE BOROUGH COUNCIL,10/09/2024,ADULT CARE LCO FUNCTIONS,AIRBORNE ENVIRONMENTAL CONSULTANTS LTD,10/09/2024,25.00 ,MINOR BUILDING WORKS,V002289980
ROCHDALE BOROUGH COUNCIL,05/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,05/09/2024,200.00 ,EQUIPMENT - GENERAL,V002289981
ROCHDALE BOROUGH COUNCIL,13/09/2024,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,13/09/2024,5224.62 ,CONSULTANTS FEES,V002289985
ROCHDALE BOROUGH COUNCIL,11/09/2024,ECONOMY DIRECTORATE,JONES AND BROOKS LTD,11/09/2024,160.00 ,CONSULTANTS FEES,V002289988
ROCHDALE BOROUGH COUNCIL,13/09/2024,ADULT CARE LCO FUNCTIONS,TF JONES PROPERTY SERVICES LTD,13/09/2024,6693.10 ,MINOR BUILDING WORKS,V002289989
ROCHDALE BOROUGH COUNCIL,13/09/2024,ECONOMY DIRECTORATE,AIRBORNE ENVIRONMENTAL CONSULTANTS LTD,13/09/2024,25.00 ,MINOR BUILDING WORKS,V002289990
ROCHDALE BOROUGH COUNCIL,05/09/2024,ECONOMY DIRECTORATE,ENVIRONMENTAL RENAISSANCE LTD,05/09/2024,75.00 ,REFUSE DISPOSAL,V002289995
ROCHDALE BOROUGH COUNCIL,05/09/2024,ECONOMY DIRECTORATE,ENVIRONMENTAL RENAISSANCE LTD,05/09/2024,75.00 ,REFUSE DISPOSAL,V002289995
ROCHDALE BOROUGH COUNCIL,05/09/2024,ECONOMY DIRECTORATE,ENVIRONMENTAL RENAISSANCE LTD,05/09/2024,75.00 ,REFUSE DISPOSAL,V002289996
ROCHDALE BOROUGH COUNCIL,05/09/2024,ECONOMY DIRECTORATE,ENVIRONMENTAL RENAISSANCE LTD,05/09/2024,75.00 ,REFUSE DISPOSAL,V002289996
ROCHDALE BOROUGH COUNCIL,05/09/2024,ECONOMY DIRECTORATE,ENVIRONMENTAL RENAISSANCE LTD,05/09/2024,75.00 ,REFUSE DISPOSAL,V002289997
ROCHDALE BOROUGH COUNCIL,05/09/2024,ECONOMY DIRECTORATE,ENVIRONMENTAL RENAISSANCE LTD,05/09/2024,75.00 ,REFUSE DISPOSAL,V002289997
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,AQUACOOL LTD,27/09/2024,84.00 ,EQUIPMENT - GENERAL,V002290000
ROCHDALE BOROUGH COUNCIL,09/09/2024,EARLY HELP AND SCHOOLS,ARJO UK LTD,09/09/2024,63.00 ,SPECIFIED MAINTENANCE,V002290003
ROCHDALE BOROUGH COUNCIL,16/09/2024,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,16/09/2024,818.10 ,PFI SCHEMES RPIX,V002290004
ROCHDALE BOROUGH COUNCIL,10/09/2024,EARLY HELP AND SCHOOLS,BARNARDOS,10/09/2024,12500.00 ,GRANTS TO THE VOLUNTARY SECTOR,V002290005
ROCHDALE BOROUGH COUNCIL,06/09/2024,CHILDREN’S SOCIAL CARE,CFS CARE LTD,06/09/2024,6524.63 ,YOUNG PEOPLES RENTS,V002290009
ROCHDALE BOROUGH COUNCIL,06/09/2024,CHILDREN’S SOCIAL CARE,CFS CARE LTD,06/09/2024,268.80 ,YOUNGE PERSONS ALLOWANCE,V002290009
ROCHDALE BOROUGH COUNCIL,06/09/2024,CHILDREN’S SOCIAL CARE,CFS CARE LTD,06/09/2024,358.50 ,YOUNGE PERSONS ALLOWANCE,V002290010
ROCHDALE BOROUGH COUNCIL,06/09/2024,RESOURCES,CIPFA,06/09/2024,120.00 ,TRAINING-QUALIFICATION,V002290011
ROCHDALE BOROUGH COUNCIL,24/09/2024,CHILDREN’S SOCIAL CARE,COMPASS CHILDRENS HOMES LTD,24/09/2024,21035.67 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002290012
ROCHDALE BOROUGH COUNCIL,24/09/2024,CHILDREN’S SOCIAL CARE,COMPASS CHILDRENS HOMES LTD,24/09/2024,4071.42 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002290013
ROCHDALE BOROUGH COUNCIL,16/09/2024,CHILDREN’S SOCIAL CARE,DEPAUL UK,16/09/2024,34503.08 ,YOUNG PEOPLES RENTS,V002290015
ROCHDALE BOROUGH COUNCIL,05/09/2024,RESOURCES,FIRE UP,05/09/2024,48.00 ,ROOM HIRE,V002290018
ROCHDALE BOROUGH COUNCIL,05/09/2024,EARLY HELP AND SCHOOLS,FIRE UP,05/09/2024,24.00 ,PROFESSIONAL FEES,V002290020
ROCHDALE BOROUGH COUNCIL,09/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,GREENHALGHS CRAFT BAKERY,09/09/2024,253.54 ,PROVISIONS,V002290022
ROCHDALE BOROUGH COUNCIL,19/09/2024,ECONOMY DIRECTORATE,HARROPS HELPING HANDS LIMITED,19/09/2024,136.00 ,CLEANING AND DOMESTIC SUPPLIES,V002290024
ROCHDALE BOROUGH COUNCIL,03/09/2024,EARLY HELP AND SCHOOLS,TRANSPORTATION DIRECT,03/09/2024,2092.50 ,TAXI HIRE,V002290046
ROCHDALE BOROUGH COUNCIL,06/09/2024,RESOURCES,H BELL AND SONS ROCHDALE LTD,06/09/2024,322890.76 ,MINOR BUILDING WORKS,V002290048
ROCHDALE BOROUGH COUNCIL,17/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,17/09/2024,700.30 ,EQUIPMENT - GENERAL,V002290053
ROCHDALE BOROUGH COUNCIL,13/09/2024,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,13/09/2024,141.91 ,"DEV CAP - NEW CONSTRUCTION,CONVERSION",V002290055
ROCHDALE BOROUGH COUNCIL,09/09/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,09/09/2024,113.10 ,HOME CARE - CHILDRENS SERVICES,V002290056
ROCHDALE BOROUGH COUNCIL,09/09/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,09/09/2024,226.20 ,HOME CARE - CHILDRENS SERVICES,V002290057
ROCHDALE BOROUGH COUNCIL,09/09/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,09/09/2024,135.72 ,HOME CARE - CHILDRENS SERVICES,V002290058
ROCHDALE BOROUGH COUNCIL,09/09/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,09/09/2024,180.96 ,HOME CARE - CHILDRENS SERVICES,V002290059
ROCHDALE BOROUGH COUNCIL,25/09/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,25/09/2024,135.72 ,HOME CARE - CHILDRENS SERVICES,V002290060
ROCHDALE BOROUGH COUNCIL,25/09/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,25/09/2024,158.34 ,HOME CARE - CHILDRENS SERVICES,V002290061
ROCHDALE BOROUGH COUNCIL,25/09/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,25/09/2024,135.72 ,HOME CARE - CHILDRENS SERVICES,V002290063
ROCHDALE BOROUGH COUNCIL,25/09/2024,EARLY HELP AND SCHOOLS,BEVAN CARE LTD,25/09/2024,316.68 ,HOME CARE - CHILDRENS SERVICES,V002290067
ROCHDALE BOROUGH COUNCIL,24/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,EARLEY ORNAMENTALS LTD,24/09/2024,193.26 ,"TREES, SHRUBS, PLANTS",V002290097
ROCHDALE BOROUGH COUNCIL,18/09/2024,ECONOMY DIRECTORATE,HARROPS HELPING HANDS LIMITED,18/09/2024,136.00 ,CLEANING AND DOMESTIC SUPPLIES,V002290111
ROCHDALE BOROUGH COUNCIL,06/09/2024,ECONOMY DIRECTORATE,SWIFT SECURITY PRODUCTS LTD,06/09/2024,345.00 ,REPAIRS & ALTS OF BUILDINGS,V002290114
ROCHDALE BOROUGH COUNCIL,13/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,A AND D DOOR SYSTEMS LTD,13/09/2024,140.00 ,REPAIRS & ALTS OF BUILDINGS,V002290117
ROCHDALE BOROUGH COUNCIL,13/09/2024,ECONOMY DIRECTORATE,A AND D DOOR SYSTEMS LTD,13/09/2024,89.00 ,REPAIRS & ALTS OF BUILDINGS,V002290118
ROCHDALE BOROUGH COUNCIL,13/09/2024,EARLY HELP AND SCHOOLS,A AND D DOOR SYSTEMS LTD,13/09/2024,109.00 ,REPAIRS & ALTS OF BUILDINGS,V002290119
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,B AND M WASTE SERVICES,10/09/2024,107.50 ,REFUSE DISPOSAL,V002290125
ROCHDALE BOROUGH COUNCIL,04/09/2024,EARLY HELP AND SCHOOLS,ARJO UK LTD,04/09/2024,63.00 ,SPECIFIED MAINTENANCE,V002290126
ROCHDALE BOROUGH COUNCIL,04/09/2024,EARLY HELP AND SCHOOLS,SECURITY PLUS LIMITED,04/09/2024,24.42 ,TRANSACTIONS-EXPENDITURE,V002290127
ROCHDALE BOROUGH COUNCIL,13/09/2024,CONTROL ACCOUNT,WHISTL UK LTD,13/09/2024,95.57 ,TRANSACTIONS-EXPENDITURE,V002290128
ROCHDALE BOROUGH COUNCIL,24/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,HILTON CABINET CO LTD,24/09/2024,118.88 ,MATERIAL - GENERAL,V002290131
ROCHDALE BOROUGH COUNCIL,20/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,HILTON CABINET CO LTD,20/09/2024,755.35 ,MATERIAL - GENERAL,V002290132
ROCHDALE BOROUGH COUNCIL,27/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,IDEAL 365 LTD,27/09/2024,323.05 ,EQUIPMENT - GENERAL,V002290134
ROCHDALE BOROUGH COUNCIL,10/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,QUBA SOLUTIONS,10/09/2024,703.00 ,GROUNDS MAINTENANCE IMPROVEMENTS,V002290136
ROCHDALE BOROUGH COUNCIL,02/09/2024,EARLY HELP AND SCHOOLS,R S LANDSCAPES LTD,02/09/2024,231.00 ,GROUNDS MAINTENANCE GENERAL,V002290137
ROCHDALE BOROUGH COUNCIL,24/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,RED ROSE TRAINING BOLTON LIMITED,24/09/2024,17.50 ,TRAINING-NON QUALIFICATION,V002290139
ROCHDALE BOROUGH COUNCIL,24/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,RED ROSE TRAINING BOLTON LIMITED,24/09/2024,85.42 ,TRAINING-NON QUALIFICATION,V002290139
ROCHDALE BOROUGH COUNCIL,10/09/2024,CHILDREN’S SOCIAL CARE,SHIELD SUPPORT HUB LTD,10/09/2024,1815.00 ,YOUNG PEOPLES RENTS,V002290141
ROCHDALE BOROUGH COUNCIL,24/09/2024,CHILDREN’S SOCIAL CARE,TIMEOUT CHILDRENS HOMES LTD,24/09/2024,20600.00 ,EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002290142
ROCHDALE BOROUGH COUNCIL,03/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL FOODSERVICE SOLUTIONS LTD,03/09/2024,314.01 ,PROVISIONS,V002290143
ROCHDALE BOROUGH COUNCIL,03/09/2024,NEIGHBOURHOODS AND ENVIRONMENT,TOTAL FOODSERVICE SOLUTIONS LTD,03/09/2024,415.82 ,PROVISIONS,V002290144
ROCHDALE BOROUGH COUNCIL,05/09/2024,ADULT CARE LCO FUNCTIONS,WHEELDON BROTHERS WASTE LIMITED,05/09/2024,49.75 ,REFUSE DISPOSAL,V002290150
